url,title,genre
https://www.youtube.com/watch?v=NEaC0HBY-ME,Shiny Smile(裏),anime
https://www.youtube.com/watch?v=TUQEDjKmDnI,ドラマツルギー(表),pops
https://www.youtube.com/watch?v=3-v7CMUBPYQ,HARDCOREの心得,namco
https://www.youtube.com/watch?v=qnEf2tBB4Go,ただ君に晴れ,pops
https://www.youtube.com/watch?v=Zblph0v7Yyg,そつおめしき2ばん,namco
https://www.youtube.com/watch?v=kFQ49feEwK0,最終鬼畜妹フランドール・S,variety
https://www.youtube.com/watch?v=_-8wsYXjQOM,ナイト・オブ・ナイツ,variety
https://www.youtube.com/watch?v=DG97wXKlF2w,ヒカリアレ,anime
https://www.youtube.com/watch?v=FgT3oPjMwTs,虹,pops
https://www.youtube.com/watch?v=BO-gA3SZj2U,筋肉のような僕ら~マッスル愛のテーマ~,game
https://www.youtube.com/watch?v=RjrlsN51qB4,恋はみずいろ,game
https://www.youtube.com/watch?v=diKT2vXTG7g,グレート!アニマルカイザー!!,kids
https://www.youtube.com/watch?v=YfF0hFG_HuQ,畜勢~GEAR UP~(裏),namco
https://www.youtube.com/watch?v=zXHXWP6jSpo,ネテモネテモ,namco
https://www.youtube.com/watch?v=jjD5U87Mt5E,Brand New Theater!,anime
https://www.youtube.com/watch?v=hPe1Sj1Skco,迅風丸(表),namco
https://www.youtube.com/watch?v=e4CLj-LV4lM,決戦!!,namco
https://www.youtube.com/watch?v=3rj9Vl7INSg,トータル・エクリプス2035,namco
https://www.youtube.com/watch?v=-0UJ02NiT5s,ルカルカ★ナイトフィーバー(表),vocaloid
https://www.youtube.com/watch?v=Rf7goFWq8h0,凛,namco
https://www.youtube.com/watch?v=mD9jGCUl8Zg,花漾~Flourishing Blossoms~(表),namco
https://www.youtube.com/watch?v=R5_v5-WWWnQ,ロキ,pops
https://www.youtube.com/watch?v=DnwyFyhEC34,ドラマツルギー(裏),pops
https://www.youtube.com/watch?v=aKkTz-bjpNs,カゲロウデイズ(裏),vocaloid
https://www.youtube.com/watch?v=W4O4i0zsEjM,輝きを求めて,namco
https://www.youtube.com/watch?v=TT7yd9iYqRc,Purple Rose Fusion,namco
https://www.youtube.com/watch?v=B96BOPoOpPI,もしもし神様,vocaloid
https://www.youtube.com/watch?v=tWtBoupfhG4,Pa Pa Pa Love,game
https://www.youtube.com/watch?v=CMBXYM_6AB0,須佐之男,namco
https://www.youtube.com/watch?v=gOnMoJ6oD0o,R.I.,namco
https://www.youtube.com/watch?v=8F_lQx9Rq18,ケロ⑨destiny,variety
https://www.youtube.com/watch?v=D_rpB_8EIvE,SAKURA EXHAUST,namco
https://www.youtube.com/watch?v=pxJfpyQVUxk,命短し恋せよ乙女,pops
https://www.youtube.com/watch?v=6O-_LcvOqx4,脳漿炸裂ガール(裏),vocaloid
https://www.youtube.com/watch?v=beOwbAmJcE8,十露盤2000,namco
https://www.youtube.com/watch?v=zuhD57vALGk,千本桜(表),vocaloid
https://www.youtube.com/watch?v=7XItYQj56cg,千本桜(裏),vocaloid
https://www.youtube.com/watch?v=wr24pLMusdA,ゲラゲラと笑うな,vocaloid
https://www.youtube.com/watch?v=61lxekpaRqQ,七彩ボタン,anime
https://www.youtube.com/watch?v=hNVeLkKxc98,秋竜~shiuryu~(裏),namco
https://www.youtube.com/watch?v=4nnQKlj2hf0,あなたとトゥラッタッタ♪(表),pops
https://www.youtube.com/watch?v=Ty0_oTpYkME,ハイスペックニート,vocaloid
https://www.youtube.com/watch?v=7vNHk1PPM1E,Thank you!,anime
https://www.youtube.com/watch?v=zEbHn3acVTQ,ミツボシ☆☆★(裏),anime
https://www.youtube.com/watch?v=xPy12swpsMU,アルカリレットウセイ,vocaloid
https://www.youtube.com/watch?v=cTglg7Ky0S0,Eternal bond,vocaloid
https://www.youtube.com/watch?v=HVSnjpY0Liw,私以外私じゃないの,pops
https://www.youtube.com/watch?v=TnvDRdd5JaA,明日も,pops
https://www.youtube.com/watch?v=Onvp0yWH-bg,ロストワンの号哭,vocaloid
https://www.youtube.com/watch?v=tfdS95Lghto,毒LOCANdy,namco
https://www.youtube.com/watch?v=SF3CiJ066vs,残響(裏),vocaloid
https://www.youtube.com/watch?v=Cpo9bXsPwhM,残響(表),vocaloid
https://www.youtube.com/watch?v=zIiUc3tEFDc,バイオレンストリガー,vocaloid
https://www.youtube.com/watch?v=qRP6q_I-VYI,メタルホーク BGM1,game
https://www.youtube.com/watch?v=L8ItV-yeAjQ,Black Rose Apostle(裏),namco
https://www.youtube.com/watch?v=UasGyOIkmVM,Black Rose Apostle(表),namco
https://www.youtube.com/watch?v=B6QjoFjrhiw,Blessed Bouquet Buskers,namco
https://www.youtube.com/watch?v=1AF4UNnstlo,よーいドン!,namco
https://www.youtube.com/watch?v=UdmropVeP-E,Clotho クロートー,namco
https://www.youtube.com/watch?v=OgfSnLyUiS4,EKIBEN2000,namco
https://www.youtube.com/watch?v=HfT3VEUBkiM,ネクロファンタジア~Arr.Demetori,variety
https://www.youtube.com/watch?v=t7O6Fh8L_bs,チルノのパーフェクト算数教室(裏),variety
https://www.youtube.com/watch?v=w8gts49343Y,蒼の旋律(裏),namco
https://www.youtube.com/watch?v=fn6OE7uOyWU,Only my Railgun,anime
https://www.youtube.com/watch?v=ARNT_JBZShE,雨とペトラ(裏),vocaloid
https://www.youtube.com/watch?v=iVLl4ivtTIo,雨とペトラ(表),vocaloid
https://www.youtube.com/watch?v=5uGdm-bNy4Y,トオリヨ,vocaloid
https://www.youtube.com/watch?v=4RifnGlTm_E,ヒバナ(表),vocaloid
https://www.youtube.com/watch?v=hHwiDI4ynxg,段位道場2024 七段虹枠金合格,namco
https://www.youtube.com/watch?v=w6tRbxX6yk8,＋♂(プラス男子)(表),vocaloid
https://www.youtube.com/watch?v=55wq8_t35d8,僕らの世界にダンスを,vocaloid
https://www.youtube.com/watch?v=E0yVw4f9bu8,Dive to Blue,anime
https://www.youtube.com/watch?v=cf183gyvI3g,FLOWER(裏),game
https://www.youtube.com/watch?v=PeOkBRpI4xU,はたラク2000,namco
https://www.youtube.com/watch?v=43WmDgR5biE,ダンスロボットダンス,vocaloid
https://www.youtube.com/watch?v=TxAupBJXfko,珈琲の味と,vocaloid
https://www.youtube.com/watch?v=4PfpQkTnZ3Y,ココロ転がせっ!,kids
https://www.youtube.com/watch?v=LofPrcW13ds,Marine Mirage,anime
https://www.youtube.com/watch?v=8vw_3rrZ5AQ,百花繚乱(普通),namco
https://www.youtube.com/watch?v=BD6a09kI62Q,百花繚乱(玄人),namco
https://www.youtube.com/watch?v=UCeEuGaoA1Y,百花繚乱(達人),namco
https://www.youtube.com/watch?v=W2BJ0bhvijo,黄ダルマ2000,namco
https://www.youtube.com/watch?v=sN6my_uVH-Q,花オト裏拍子,vocaloid
https://www.youtube.com/watch?v=PUHg6E9Rt0o,M.S.S.Planet,vocaloid
https://www.youtube.com/watch?v=7Hyiy-dzD8Q,カンタービレ×パッシオーネ(裏),vocaloid
https://www.youtube.com/watch?v=0RtpvkBt4Q8,カンタービレ×パッシオーネ(表),vocaloid
https://www.youtube.com/watch?v=SlQKZWuJ8iM,戦国三弦(普通),namco
https://www.youtube.com/watch?v=Py8RPsp4_30,戦国三弦(達人),namco
https://www.youtube.com/watch?v=LOqYlM1Vmcs,戦国三弦(玄人),namco
https://www.youtube.com/watch?v=KyiqUs4O4GE,夢幻の蒼空,namco
https://www.youtube.com/watch?v=bnKl_D-F2YU,前前前世,pops
https://www.youtube.com/watch?v=s8plCAE9q-Y,さよならエレジー,pops
https://www.youtube.com/watch?v=ACvPUY8NTHc,天体観測,pops
https://www.youtube.com/watch?v=TA-khz-86I0,アスノヨゾラ哨戒班,vocaloid
https://www.youtube.com/watch?v=eSwo5zLjOBA,束ね糸,namco
https://www.youtube.com/watch?v=dAn5Pdhyp6s,God Ray,game
https://www.youtube.com/watch?v=Wq0yE7OaIbQ,ココロボ,namco
https://www.youtube.com/watch?v=IskApO0IJuw,SstTAarR,vocaloid
https://www.youtube.com/watch?v=PURGmxKBu4U,スーパーD&D~完全にリードしてアイマイミー~,variety
https://www.youtube.com/watch?v=Tqv4s4xWr_E,クープランの墓,classic
https://www.youtube.com/watch?v=j0nla2itN-U,カウントダウン,pops
https://www.youtube.com/watch?v=qeCG3XrruGA,カナデア,namco
https://www.youtube.com/watch?v=O8HqWpWGzis,泡沫、哀のまほろば,variety
https://www.youtube.com/watch?v=VFSismslbLM,エゴエゴアタクシ,namco
https://www.youtube.com/watch?v=HJbDEfOzAiI,太陽系デスコ,vocaloid
https://www.youtube.com/watch?v=nyv4jymziUM,GOIN'!!!(裏),anime
https://www.youtube.com/watch?v=_pXmXKWsGi4,さよならワーリャ(表),namco
https://www.youtube.com/watch?v=aRYC-xH55no,CYBERgenicALICE,namco
https://www.youtube.com/watch?v=-KZ93smIIYc,伝説の祭り,namco
https://www.youtube.com/watch?v=TyP55OAaV-A,ヒバナ(裏),vocaloid
https://www.youtube.com/watch?v=UcBifRp6ck8,シャイニング☆アブラカタブラ,namco
https://www.youtube.com/watch?v=HZt6De1erTo,深緋の心臓-SCARLET HEART-,variety
https://www.youtube.com/watch?v=a0nYpSTcTkc,カラ鞠の花,vocaloid
https://www.youtube.com/watch?v=nA7XOui8J1Q,Scars of FAUNA,game
https://www.youtube.com/watch?v=-BP0yc7BOoA,シャルル,vocaloid
https://www.youtube.com/watch?v=QPgNz_7BsPg,KARMA(Tatsujin Mix),game
https://www.youtube.com/watch?v=te4aVVxPdI0,春竜~Haryu~(裏),namco
https://www.youtube.com/watch?v=bRCJY5lgHYo,冬竜~Toryu~(裏),namco
https://www.youtube.com/watch?v=QmE1b51DvtE,朱の旋律,namco
https://www.youtube.com/watch?v=UHnyEmJ1d-w,六兆年と一夜物語(表),vocaloid
https://www.youtube.com/watch?v=BKaUOHTsrGM,六兆年と一夜物語(裏),vocaloid
https://www.youtube.com/watch?v=LZZBTk9sntc,いーあるふぁんくらぶ,vocaloid
https://www.youtube.com/watch?v=Do_cEO1O8YE,White Rose Insanity(表),namco
https://www.youtube.com/watch?v=ICRR2QsiII0,零-ZERO-,pops
https://www.youtube.com/watch?v=w-AJV3KmK88,RAGE v.self,game
https://www.youtube.com/watch?v=UcR0GmBhm7A,紅,pops
https://www.youtube.com/watch?v=nnulbSb1-vk,カレ・カノ・カノン,classic
https://www.youtube.com/watch?v=t9hTx4XeKJg,女々しくて,pops
https://www.youtube.com/watch?v=d8nP2kFuTUw,竜と黒炎の姫君(裏),namco
https://www.youtube.com/watch?v=gT_5hr8Yf7o,にんじゃりばんばん,pops
https://www.youtube.com/watch?v=JjVResh9noA,White Rose Insanity(裏),namco
https://www.youtube.com/watch?v=q9z3priIyTU,夢と現実の境界線,namco
https://www.youtube.com/watch?v=LRJoD6P9DQg,希望へのメロディー(表),namco
https://www.youtube.com/watch?v=0wDBTJL1jDo,LOVE戦(表),namco
https://www.youtube.com/watch?v=hRWDjT3Djqc,天妖ノ舞,namco
https://www.youtube.com/watch?v=X_qgl_pIhgg,紅蓮の弓矢,anime
https://www.youtube.com/watch?v=nqtOWbN1_zQ,Over Clock ~開放~,game
https://www.youtube.com/watch?v=SMIOUmvNVW8,エイリアンエイリアン,vocaloid
https://www.youtube.com/watch?v=DPmpuMHit6Q,愛想笑い,namco
https://www.youtube.com/watch?v=0ZareieD7G4,きたさいたま2000,namco
https://www.youtube.com/watch?v=9iHScT1AZIM,ごめんなさいのKissing You,pops
https://www.youtube.com/watch?v=H6q-b7yBjys,風の国の龍と騎士,namco
https://www.youtube.com/watch?v=SOrR-pifqjo,Fly away,namco
https://www.youtube.com/watch?v=2J2HT_mUxyw,名探偵コナン メイン・テーマ,kids
https://www.youtube.com/watch?v=UDMKy17sC1E,魔法の喫茶店,namco
https://www.youtube.com/watch?v=qXBwYqiw2pM,懐中庭園を持つ少女,namco
https://www.youtube.com/watch?v=-OY9P5kaUKQ,セイクリッド ルイン(裏),namco
https://www.youtube.com/watch?v=fJuaJ1ZkCOE,無慈悲な王,game
https://www.youtube.com/watch?v=c4QlBw1BRyI,ミツボシ☆☆★(表),anime
https://www.youtube.com/watch?v=g3ZgMPEGUUI,夏祭り,pops
https://www.youtube.com/watch?v=Eh14T3666L0,誘惑,pops
https://www.youtube.com/watch?v=YXIuU4ycgWc,犬吠える,namco
https://www.youtube.com/watch?v=hXulAT-FlTA,mint tears,namco
https://www.youtube.com/watch?v=NtNFOB8QCEs,らんぶる乱舞(表),namco
https://www.youtube.com/watch?v=v41UukHTxtM,super star shooter,namco
https://www.youtube.com/watch?v=9cLoeUU1p30,よく遊びよく学べ,pops
https://www.youtube.com/watch?v=kWrs8Axarec,見たこともない景色(裏),pops
https://www.youtube.com/watch?v=A_U5tIjaY0s,魔法をかけて!(裏),anime
https://www.youtube.com/watch?v=Qjs6N90AHYA,時空庁時空1課,namco
https://www.youtube.com/watch?v=0Tevw5xDJqk,きみのあかり(裏),namco
https://www.youtube.com/watch?v=LzHJ_JcQur0,ワールズエンド・ダンスホール,vocaloid
https://www.youtube.com/watch?v=0G6MdrMNd9g,S(mile)ING!,anime
https://www.youtube.com/watch?v=SGYybeIlDIU,ウルトラマンギンガの歌,kids
https://www.youtube.com/watch?v=C8T9kQWXsyI,タイムトラベラー,namco
https://www.youtube.com/watch?v=W9NIygw-jBQ,地平線のエオリア,namco
https://www.youtube.com/watch?v=pDney7ZBHyA,激運!七福ハッピークルー,namco
https://www.youtube.com/watch?v=4rpzC4GNdZY,光る闇,game
https://www.youtube.com/watch?v=nfxTOH6eK_M,No Way Back(表),game
https://www.youtube.com/watch?v=oNGXsSmu4pU,散りゆく蘭の綴る詩,namco
https://www.youtube.com/watch?v=4KfsG2jFQ0g,綻放~Blooming~(表),namco
https://www.youtube.com/watch?v=wVcXLy3MTTQ,IN THE ZONE,game
https://www.youtube.com/watch?v=Yz1xdkViVJ4,Wings of tomorrow,game
https://www.youtube.com/watch?v=SMvIWPteZEs,どん子のファーストデート(裏)(達人),namco
https://www.youtube.com/watch?v=gOp0DfXkvlU,綻放~Blooming~(裏),namco
https://www.youtube.com/watch?v=LGNwZ-tFcMU,ONLY MY NOTE,anime
https://www.youtube.com/watch?v=E8nAziYnUxs,つながれ!ひろがれ!打ち上がれ!,namco
https://www.youtube.com/watch?v=YkHsS0NWjlA,それは僕たちの奇跡,anime
https://www.youtube.com/watch?v=gMXppqKfKSo,季曲~Seasons of Asia~(表),namco
https://www.youtube.com/watch?v=c7KfRVnK1ps,僕らは今のなかで,anime
https://www.youtube.com/watch?v=bERXMLrbAHM,No Way Back(裏),game
https://www.youtube.com/watch?v=S7hBzj6ekEc,友情ぽっぷ,namco
https://www.youtube.com/watch?v=OgdRVbButmc,Dream Tide -夢の潮流-,namco
https://www.youtube.com/watch?v=8nJFnUy3qYU,Mulberry,namco
https://www.youtube.com/watch?v=fobj9a3HB08,キミと響くハーモニー(裏),namco
https://www.youtube.com/watch?v=AIEFoMce_kU,ヘビーローテーション,pops
https://www.youtube.com/watch?v=qtPDzSvUt3c,キミと響くハーモニー(表),namco
https://www.youtube.com/watch?v=RPv1iImfIzM,エンジェルドリーム(裏),anime
https://www.youtube.com/watch?v=jSBDjQaW7nE,The Carnivorous Carnival,namco
https://www.youtube.com/watch?v=k1O3LkpstfA,Star!!(表),anime
https://www.youtube.com/watch?v=CL8D35fK9kc,見たこともない景色(表),pops
https://www.youtube.com/watch?v=Ecg0cNLFTVI,嘘,pops
https://www.youtube.com/watch?v=cjMQOlP0Ivg,Shine!!(表),anime
https://www.youtube.com/watch?v=5JCV6AD8Nuw,DON'T CUT(表),namco
https://www.youtube.com/watch?v=IZR0kf5-xg4,拝啓ドッペルゲンガー,vocaloid
https://www.youtube.com/watch?v=qFD2laFYCv4,インベーダーインベーダー,pops
https://www.youtube.com/watch?v=Qe3ZAmI9ZD4,風のファンタジー,namco
https://www.youtube.com/watch?v=i_P-0IP3Xi0,エンジェルドリーム(表),anime
https://www.youtube.com/watch?v=5n6gYollbJo,Angelic Angel,anime
https://www.youtube.com/watch?v=BlwJcmZgzew,オリオンをなぞる,anime
https://www.youtube.com/watch?v=jKnS0ifSIFQ,Walking Through The Towers,game
https://www.youtube.com/watch?v=Pu9tJG9XkhQ,Unite The Force,game
https://www.youtube.com/watch?v=STXXvvvKcXE,Holding Hands,game
https://www.youtube.com/watch?v=5dphmybnDYU,GOIN'!!!(表),anime
https://www.youtube.com/watch?v=bPnPC88yFe8,ハルウタ,pops
https://www.youtube.com/watch?v=QYgvoz-UPiY,キミとボクのミライ,game
https://www.youtube.com/watch?v=9KGJpKkQPw8,さいたま2000,namco
https://www.youtube.com/watch?v=Q5a80qzJzJo,GEEDの証,kids
https://www.youtube.com/watch?v=j1i6uPT6Bdk,フューチャー・ラボ,namco
https://www.youtube.com/watch?v=5HWcARTjAWo,ポニーテールとシュシュ,pops
https://www.youtube.com/watch?v=YURV4tfaW00,Reason!!,anime
https://www.youtube.com/watch?v=llu-gPu6yhY,お願い!シンデレラ,anime
https://www.youtube.com/watch?v=v1-9tO6FP0c,季曲~Seasons of Asia~(裏),namco
https://www.youtube.com/watch?v=DkIi7p1VLP8,夢色コースター,namco
https://www.youtube.com/watch?v=qhNmxvN0lBc,恋,pops
https://www.youtube.com/watch?v=Bu-IxQDlpIw,Never say never,anime
https://www.youtube.com/watch?v=dJ_oXHgtsD4,アンパンマンのマーチ,kids
https://www.youtube.com/watch?v=NYj1b74su2A,ロックン・ハート!,kids
https://www.youtube.com/watch?v=tPQ6-Wlumn8,みらくる☆トラベル,kids
https://www.youtube.com/watch?v=PZV7pF930J0,Shine!!(裏),anime
https://www.youtube.com/watch?v=1VhEt9H8MmQ,エンジェルドリーム「アイドルマスター シンデレラガールズより」,anime
https://www.youtube.com/watch?v=DwN3y6ANOEE,キラメキラリ,anime
https://www.youtube.com/watch?v=8eU7a2JRLn8,The world is all one!!,anime
https://www.youtube.com/watch?v=9IPjEk74P1w,GO MY WAY!!,anime
https://www.youtube.com/watch?v=mrQLuCqJoww,READY!!,anime
https://www.youtube.com/watch?v=IfZi8658lsI,やわらか戦車(裏),anime
https://www.youtube.com/watch?v=72DbvSa9bAQ,Everyday、カチューシャ,pops
https://www.youtube.com/watch?v=l1xPmc3hCHE,さくらんぼ,pops
https://www.youtube.com/watch?v=yrit-YtKZIU,Phoenix,namco
https://www.youtube.com/watch?v=myX343kK5R0,X-DAY2000,namco
https://www.youtube.com/watch?v=1c4iZYL2FfQ,My Mine,namco
https://www.youtube.com/watch?v=HHUOthrfNC8,久遠の夜,namco
https://www.youtube.com/watch?v=jvZsv3go7Dw,No Gravity,namco
https://www.youtube.com/watch?v=OKGp6CY3TMA,月に叢雲華に風,variety
https://www.youtube.com/watch?v=8KlR3OJ-RsE,パステルドリーム,namco
https://www.youtube.com/watch?v=wou6CK24vzg,マーブルハート,namco
https://www.youtube.com/watch?v=eftuct9UhKw,そつおめしき,namco
https://www.youtube.com/watch?v=EnKbnA5JnXo,ドキドキ恋の予感!?,vocaloid
https://www.youtube.com/watch?v=bA1xqIcIOUg,"My Soul,Your Beats",anime
https://www.youtube.com/watch?v=BkuqxN_lmOQ,華蕾夢ミル狂詩曲~魂ノ導~(裏),anime
https://www.youtube.com/watch?v=5nxWdYy6UHw,Blue Rose Ruin,namco
https://www.youtube.com/watch?v=LHMJUKBPR9k,Red Rose Evangel,namco
https://www.youtube.com/watch?v=6Btoa_Q0Rg4,旋風ノ舞【地】,namco
https://www.youtube.com/watch?v=pVheIUHZfj8,旋風ノ舞【天】(表),namco
0,,
